pair	nsnps	mismatch	pmr
IPK12 - I12366	23247	6748	0.2902740138512496
IPK12 - I12367	22051	6566	0.2977642737290826
IPK12 - I12941	24189	7125	0.29455537641076524
IPK12 - I12942	21443	6292	0.2934290910786737
IPK12 - I12943	24212	7062	0.2916735503056336
IPK12 - I8575	23151	6969	0.30102371387845017
IPK12 - I8576	23785	7176	0.30170275383645156
IPK12 - Cuncaicha15-03	23779	7558	0.31784347533537993
IPK12 - Cuncaicha15-07	23860	7517	0.315046102263202
IPK12 - I0038	24462	7932	0.32425803286730437
IPK12 - I0040	23689	7730	0.32631179028240953
IPK12 - I0041	23368	7552	0.32317699418007534
IPK12 - I0238	15771	5074	0.3217297571491979
IPK12 - I0308	22673	7140	0.31491200987959245
IPK12 - I0309	23258	7461	0.32079284547252557
IPK12 - I1748	8385	2718	0.32415026833631483
IPK12 - I1753	24059	7679	0.3191736979924353
IPK12 - I1754	24177	7446	0.30797865740166275
IPK12 - I2230	24135	7723	0.3199917132794696
IPK12 - I2232	9226	2986	0.3236505527856059
IPK12 - I7086	16976	5432	0.3199811498586239
IPK12 - I7090	20148	6514	0.3233075243200318
IPK12 - Lapa01	22442	7265	0.32372337581320737
IPK12 - Lapa05	18358	6061	0.33015579039111015
IPK12 - Lapa14	22796	7338	0.3218985786980172
IPK12 - Lapa15	23404	7615	0.32537173132797814
IPK12 - Lapa22	22646	7411	0.32725426123818774
IPK12 - Lapa24	23694	7770	0.3279311218029881
IPK12 - Lapa25	23233	7659	0.32966039684930915
IPK12 - AM66	7681	2121	0.2761359198021091
IPK12 - AM71	15675	4229	0.26979266347687403
IPK12 - AM73	5831	1659	0.2845138055222089
IPK12 - AM74	22217	6236	0.2806859612008822
IPK12 - MA577	24207	7112	0.2937993142479448
IPK12 - Yaghan890	18654	5307	0.2844966227082663
IPK12 - Yaghan894	23062	6830	0.296158182291215
IPK12 - Yaghan895	23271	6860	0.2947875037600447
IPK12 - Anzick	24791	8473	0.34177725787584207
IPK13 - IPY08	24238	7343	0.302954039112138
IPK13 - IPY10	24637	7390	0.2999553517067825
IPK13 - I11974	24613	8063	0.32759111038881894
IPK13 - I1752	24186	7670	0.31712560985694205
IPK13 - USR1	24646	9016	0.36582001136086995
IPK13 - A460	24644	7645	0.31021749715955205
IPK13 - AHUR_2064	24646	8098	0.32857258784386917
IPK13 - AHUR770c	17955	5887	0.3278752436647174
IPK13 - SA5832	23952	7709	0.3218520374081496
IPK13 - Sumidouro4	22670	7458	0.3289810322011469
IPK13 - Sumidouro5	24636	8088	0.32830004870920604
IPK13 - Sumidouro6	23955	7882	0.3290336046754331
IPK13 - Sumidouro7	21244	7025	0.33068160421766146
IPK13 - Sumidouro8	16856	5529	0.3280137636449929
IPK13 - I12354	24101	7369	0.3057549479274719
IPK13 - I12355	23247	6908	0.2971566223598744
IPK13 - I12356	23114	6793	0.29389114822185686
IPK13 - I12357	22967	6898	0.30034397178560546
IPK13 - I12358	23764	7156	0.3011277562699882
IPK13 - I12359	21023	6263	0.29791181087380486
IPK13 - I12360	16470	4952	0.30066788099574987
IPK13 - I12361	17079	5190	0.30388196030212544
IPK13 - I12362	23694	7340	0.3097830674432346
IPK13 - I12363	23389	7067	0.3021505836076788
IPK13 - I12364	19222	5903	0.3070960357923213
IPK13 - I12365	21252	6512	0.3064182194616977
IPK13 - I12366	22951	7002	0.3050847457627119
IPK13 - I12367	21690	6765	0.3118948824343015
IPK13 - I12941	23967	6934	0.28931447406851085
IPK13 - I12942	21029	6160	0.29292881259213466
IPK13 - I12943	23973	7106	0.29641680223584865
IPK13 - I8575	22859	7204	0.31514939411172843
IPK13 - I8576	23540	7232	0.30722175021240444
IPK13 - Cuncaicha15-03	23546	7497	0.3183980293892806
IPK13 - Cuncaicha15-07	23618	7589	0.321322719959353
IPK13 - I0038	24282	7750	0.319166460752821
IPK13 - I0040	23440	7575	0.32316552901023893
IPK13 - I0041	23065	7389	0.3203555170171255
IPK13 - I0238	15145	4899	0.323473093430175
IPK13 - I0308	22342	7077	0.31675767612568256
IPK13 - I0309	22980	7377	0.3210182767624021
IPK13 - I1748	7867	2520	0.32032540994025677
IPK13 - I1753	23829	7661	0.3214990138067061
IPK13 - I1754	23965	7639	0.31875651992489046
IPK13 - I2230	23935	7641	0.31923960726968875
IPK13 - I2232	8700	2814	0.323448275862069
IPK13 - I7086	16409	5345	0.32573587665305626
IPK13 - I7090	19658	6396	0.3253637196052498
IPK13 - Lapa01	22137	7104	0.3209106925057596
IPK13 - Lapa05	17843	5785	0.32421677968951407
IPK13 - Lapa14	22498	7218	0.32082851809049695
IPK13 - Lapa15	23119	7569	0.3273930533327566
IPK13 - Lapa22	22331	7223	0.3234517039093637
IPK13 - Lapa24	23435	7572	0.3231064646895669
IPK13 - Lapa25	22954	7438	0.32403938311405417
IPK13 - AM66	7140	2009	0.28137254901960784
IPK13 - AM71	15121	4139	0.2737252827193969
IPK13 - AM73	5477	1628	0.2972430162497718
IPK13 - AM74	21860	6324	0.28929551692589206
IPK13 - MA577	23998	7326	0.30527543961996834
IPK13 - Yaghan890	18232	5098	0.27961825362000875
IPK13 - Yaghan894	22754	6523	0.2866748703524655
IPK13 - Yaghan895	23011	6614	0.2874277519447221
IPK13 - Anzick	24611	8262	0.335703547194344
IPY08 - IPY10	24446	6999	0.28630450789495215
IPY08 - I11974	24414	8199	0.3358318997296633
IPY08 - I1752	23947	7608	0.3177015910134881
IPY08 - USR1	24452	9082	0.3714215606085392
IPY08 - A460	24446	7736	0.3164525893806758
IPY08 - AHUR_2064	24452	8158	0.3336332406347129
IPY08 - AHUR770c	17265	5691	0.3296264118158123
IPY08 - SA5832	23675	7635	0.3224920802534319
IPY08 - Sumidouro4	22290	7377	0.3309555854643338
IPY08 - Sumidouro5	24443	8167	0.33412428916254144
IPY08 - Sumidouro6	23675	7770	0.32819429778247095
IPY08 - Sumidouro7	20709	6788	0.32778019218697185
IPY08 - Sumidouro8	16119	5315	0.32973509522923256
IPY08 - I12354	23837	7109	0.29823383815077403
IPY08 - I12355	22912	6508	0.2840432960893855
IPY08 - I12356	22783	6389	0.28042838958872846
IPY08 - I12357	22609	6607	0.29222875845902074
IPY08 - I12358	23461	6558	0.27952772686586247
IPY08 - I12359	20433	5888	0.28816130768854303
IPY08 - I12360	15716	4345	0.27646983965385596
IPY08 - I12361	16330	4678	0.28646662584200855
IPY08 - I12362	23381	7225	0.30901159060775846
IPY08 - I12363	23070	6879	0.29817945383615085
IPY08 - I12364	18547	5374	0.2897503639402599
IPY08 - I12365	20717	5973	0.2883139450692668
IPY08 - I12366	22575	6603	0.2924916943521595
IPY08 - I12367	21244	6251	0.2942477876106195
IPY08 - I12941	23700	6615	0.2791139240506329
IPY08 - I12942	20550	5632	0.2740632603406326
IPY08 - I12943	23711	6562	0.2767491881405255
IPY08 - I8575	22471	6698	0.29807307195941435
IPY08 - I8576	23235	6904	0.29713793845491715
IPY08 - Cuncaicha15-03	23238	7455	0.3208107410276272
IPY08 - Cuncaicha15-07	23302	7425	0.3186421766371985
IPY08 - I0038	24041	7883	0.3278981739528306
IPY08 - I0040	23087	7594	0.32892970069736216
IPY08 - I0041	22712	7377	0.32480626981331456
IPY08 - I0238	14323	4666	0.3257697409760525
IPY08 - I0308	21911	7054	0.32193875222490986
IPY08 - I0309	22612	7224	0.31947638422076774
IPY08 - I1748	7142	2256	0.31587790534864185
IPY08 - I1753	23556	7511	0.3188571913737477
IPY08 - I1754	23706	7590	0.3201721083270058
IPY08 - I2230	23689	7653	0.3230613364852885
IPY08 - I2232	7931	2471	0.3115622241835834
IPY08 - I7086	15595	5079	0.3256813081115742
IPY08 - I7090	19057	6265	0.32875059033426035
IPY08 - Lapa01	21659	7063	0.3261000046170183
IPY08 - Lapa05	17073	5591	0.3274761319041762
IPY08 - Lapa14	22058	7274	0.32976697796717747
IPY08 - Lapa15	22789	7546	0.33112466540874985
IPY08 - Lapa22	21916	7228	0.3298047088884833
IPY08 - Lapa24	23118	7600	0.3287481616056752
IPY08 - Lapa25	22570	7324	0.3245015507310589
IPY08 - AM66	6511	1952	0.2998003378897251
IPY08 - AM71	14313	4264	0.29791099000908267
IPY08 - AM73	4872	1393	0.2859195402298851
IPY08 - AM74	21403	6528	0.3050039714058777
IPY08 - MA577	23735	7193	0.30305456077522647
IPY08 - Yaghan890	17520	4759	0.2716324200913242
IPY08 - Yaghan894	22338	6119	0.2739278359745725
IPY08 - Yaghan895	22636	6062	0.26780349885138716
IPY08 - Anzick	24430	8331	0.3410151453131396
IPY10 - I11974	24793	8138	0.32823780905900857
IPY10 - I1752	24393	7749	0.31767310293936785
IPY10 - USR1	24831	9128	0.36760500986669886
IPY10 - A460	24826	7755	0.3123741239023604
IPY10 - AHUR_2064	24831	8218	0.3309572711529942
IPY10 - AHUR770c	18554	6218	0.3351298911285976
IPY10 - SA5832	24173	7705	0.31874405328258804
IPY10 - Sumidouro4	22983	7595	0.3304616455641126
IPY10 - Sumidouro5	24820	8319	0.33517324738114423
IPY10 - Sumidouro6	24174	7907	0.32708695292462975
IPY10 - Sumidouro7	21653	7193	0.33219415323511753
IPY10 - Sumidouro8	17523	5842	0.33339040118701135
IPY10 - I12354	24297	6963	0.28657858994937646
IPY10 - I12355	23520	6612	0.2811224489795918
IPY10 - I12356	23379	6442	0.2755464305573378
IPY10 - I12357	23232	6663	0.28680268595041325
IPY10 - I12358	23990	6653	0.27732388495206334
IPY10 - I12359	21390	5978	0.27947639083683967
IPY10 - I12360	17031	4773	0.2802536550995244
IPY10 - I12361	17615	5060	0.2872551802441101
IPY10 - I12362	23912	7390	0.3090498494479759
IPY10 - I12363	23628	6806	0.28804807855087183
IPY10 - I12364	19662	5719	0.2908656291323365
IPY10 - I12365	21642	6245	0.2885592828758895
IPY10 - I12366	23256	6691	0.2877106983144135
IPY10 - I12367	22059	6423	0.2911736706106351
IPY10 - I12941	24191	6647	0.2747716092761771
IPY10 - I12942	21439	5780	0.2696021269648771
IPY10 - I12943	24209	6666	0.27535214176545914
IPY10 - I8575	23158	6843	0.29549183867346057
IPY10 - I8576	23791	6948	0.2920432096170821
IPY10 - Cuncaicha15-03	23786	7407	0.31140166484486675
IPY10 - Cuncaicha15-07	23854	7562	0.31701182191665966
IPY10 - I0038	24472	7900	0.32281791435109514
IPY10 - I0040	23699	7757	0.3273133887505802
IPY10 - I0041	23372	7533	0.3223087455074448
IPY10 - I0238	15783	5103	0.3233225622505227
IPY10 - I0308	22667	7160	0.3158777076807694
IPY10 - I0309	23269	7475	0.3212428553010443
IPY10 - I1748	8396	2696	0.3211052882324917
IPY10 - I1753	24063	7674	0.31891285375888295
IPY10 - I1754	24187	7593	0.3139289701079092
IPY10 - I2230	24139	7735	0.3204358092713037
IPY10 - I2232	9231	3012	0.3262918427039324
IPY10 - I7086	16980	5469	0.3220848056537102
IPY10 - I7090	20158	6577	0.3262724476634587
IPY10 - Lapa01	22446	7202	0.32085895036977635
IPY10 - Lapa05	18366	6039	0.3288141130349559
IPY10 - Lapa14	22796	7340	0.32198631338831374
IPY10 - Lapa15	23410	7801	0.3332336608287057
IPY10 - Lapa22	22648	7411	0.32722536206287534
IPY10 - Lapa24	23694	7626	0.3218536338313497
IPY10 - Lapa25	23240	7457	0.32086919104991396
IPY10 - AM66	7683	2347	0.3054796303527268
IPY10 - AM71	15675	4656	0.2970334928229665
IPY10 - AM73	5827	1668	0.2862536468165437
IPY10 - AM74	22218	6844	0.3080385273201908
IPY10 - MA577	24219	7172	0.29613113671084684
IPY10 - Yaghan890	18667	5189	0.2779771789789468
IPY10 - Yaghan894	23063	6331	0.2745089537354204
IPY10 - Yaghan895	23274	6199	0.2663487153046318
IPY10 - Anzick	24801	8483	0.3420426595701786
I11974 - I1752	24369	7779	0.31921703804013296
I11974 - USR1	24802	9060	0.36529312152245785
I11974 - A460	24796	8163	0.3292063236005807
I11974 - AHUR_2064	24802	8080	0.32578017901782114
I11974 - AHUR770c	18491	6194	0.33497377102374126
I11974 - SA5832	24150	7822	0.32389233954451346
I11974 - Sumidouro4	22947	7469	0.3254891706976947
I11974 - Sumidouro5	24790	8222	0.3316659943525615
I11974 - Sumidouro6	24141	7911	0.32769976388716293
I11974 - Sumidouro7	21603	7158	0.3313428690459658
I11974 - Sumidouro8	17446	5711	0.3273529748939585
I11974 - I12354	24280	7678	0.31622734761120264
I11974 - I12355	23507	7504	0.3192240609180244
I11974 - I12356	23365	7461	0.3193237748769527
I11974 - I12357	23220	7507	0.3232988802756245
I11974 - I12358	23980	7755	0.32339449541284404
I11974 - I12359	21376	6872	0.32148203592814373
I11974 - I12360	17006	5511	0.3240620957309185
I11974 - I12361	17596	5657	0.32149352125483066
I11974 - I12362	23903	7577	0.3169894992260386
I11974 - I12363	23605	7553	0.3199745816564287
I11974 - I12364	19652	6441	0.32775290046814576
I11974 - I12365	21620	7000	0.32377428307123035
I11974 - I12366	23238	7472	0.3215423014028746
I11974 - I12367	22035	7090	0.32176083503517133
I11974 - I12941	24181	7798	0.3224845953434515
I11974 - I12942	21428	6811	0.3178551428038081
I11974 - I12943	24200	7721	0.3190495867768595
I11974 - I8575	23137	7456	0.32225439771794095
I11974 - I8576	23776	7710	0.3242765814266487
I11974 - Cuncaicha15-03	23774	7442	0.3130310423151342
I11974 - Cuncaicha15-07	23849	7508	0.31481403832445803
I11974 - I0038	24449	7861	0.3215264427992965
I11974 - I0040	23679	7559	0.3192280079395245
I11974 - I0041	23351	7440	0.318615905100424
I11974 - I0238	15761	5031	0.31920563416026904
I11974 - I0308	22654	7371	0.32537300256025425
I11974 - I0309	23253	7613	0.3273986152324431
I11974 - I1748	8380	2678	0.3195704057279236
I11974 - I1753	24051	7814	0.32489293584466344
I11974 - I1754	24176	7675	0.31746360026472537
I11974 - I2230	24122	7866	0.32609236381726225
I11974 - I2232	9209	3009	0.3267455749809969
I11974 - I7086	16963	5477	0.3228792076873195
I11974 - I7090	20139	6763	0.33581607825612
I11974 - Lapa01	22434	7260	0.3236159400909334
I11974 - Lapa05	18342	5947	0.32422854650528843
I11974 - Lapa14	22788	7249	0.31810602071265576
I11974 - Lapa15	23391	7569	0.32358599461331283
I11974 - Lapa22	22641	7411	0.32732653151362573
I11974 - Lapa24	23687	7767	0.32790138050407397
I11974 - Lapa25	23223	7530	0.3242475132411833
I11974 - AM66	7643	2548	0.3333769462253042
I11974 - AM71	15642	5073	0.324319140774837
I11974 - AM73	5813	1847	0.3177361087218304
I11974 - AM74	22190	7438	0.335196034249662
I11974 - MA577	24196	7872	0.3253430319061002
I11974 - Yaghan890	18643	5897	0.31631175240036474
I11974 - Yaghan894	23046	7395	0.3208799791720906
I11974 - Yaghan895	23256	7392	0.31785345717234265
I11974 - Anzick	24773	8303	0.33516328260606304
I1752 - USR1	24398	8796	0.36052135420936143
I1752 - A460	24396	7859	0.3221429742580751
I1752 - AHUR_2064	24399	7848	0.3216525267428993
I1752 - AHUR770c	17160	5604	0.3265734265734266
I1752 - SA5832	23640	7566	0.3200507614213198
I1752 - Sumidouro4	22156	7236	0.32659324787867844
I1752 - Sumidouro5	24387	7961	0.3264444171074753
I1752 - Sumidouro6	23614	7563	0.3202761073939189
I1752 - Sumidouro7	20539	6686	0.3255270461074054
I1752 - Sumidouro8	15849	5137	0.3241213956716512
I1752 - I12354	24014	7509	0.312692595985675
I1752 - I12355	23295	7201	0.30912212921227733
I1752 - I12356	23127	7071	0.30574653002983526
I1752 - I12357	22967	7163	0.31188226585971174
I1752 - I12358	23674	7371	0.3113542282672975
I1752 - I12359	21049	6527	0.31008598983324626
I1752 - I12360	16404	5184	0.31602048280907097
I1752 - I12361	17130	5386	0.3144191476941039
I1752 - I12362	23672	7502	0.31691449814126393
I1752 - I12363	23359	7295	0.31229932788218673
I1752 - I12364	19297	6135	0.31792506607244647
I1752 - I12365	21223	6715	0.31640201668001694
I1752 - I12366	22920	7068	0.30837696335078535
I1752 - I12367	21604	6764	0.3130901684873172
I1752 - I12941	23905	7399	0.3095168374816984
I1752 - I12942	20918	6458	0.30872932402715364
I1752 - I12943	23905	7365	0.308094540891027
I1752 - I8575	22725	7002	0.3081188118811881
I1752 - I8576	23399	7278	0.31103893328774734
I1752 - Cuncaicha15-03	23529	7261	0.30859790046325813
I1752 - Cuncaicha15-07	23592	7438	0.31527636486944727
I1752 - I0038	24126	7660	0.31749979275470447
I1752 - I0040	23315	7452	0.31962256058331545
I1752 - I0041	22974	7381	0.32127622529816313
I1752 - I0238	14783	4798	0.32456199688831766
I1752 - I0308	22262	6976	0.3133590872338514
I1752 - I0309	22958	7266	0.31649098353515115
I1752 - I1748	7760	2418	0.3115979381443299
I1752 - I1753	23803	7284	0.30601184724614544
I1752 - I1754	23907	7117	0.29769523570502365
I1752 - I2230	23838	7572	0.3176440976591996
I1752 - I2232	8726	2748	0.3149209259683704
I1752 - I7086	16086	5114	0.31791620042272783
I1752 - I7090	19413	6233	0.32107350744346574
I1752 - Lapa01	22147	7026	0.3172438705016481
I1752 - Lapa05	17803	5795	0.3255069370330843
I1752 - Lapa14	22447	7034	0.31336035995901457
I1752 - Lapa15	23111	7384	0.31950153606507725
I1752 - Lapa22	22329	7203	0.3225849791750638
I1752 - Lapa24	23403	7474	0.3193607657137974
I1752 - Lapa25	22917	7224	0.3152245058253698
I1752 - AM66	6943	2172	0.3128330692784099
I1752 - AM71	15038	4680	0.31121159728687325
I1752 - AM73	5419	1659	0.3061450452112936
I1752 - AM74	21623	6944	0.3211395273551311
I1752 - MA577	23823	7450	0.312722998782689
I1752 - Yaghan890	18302	5587	0.3052671839143263
I1752 - Yaghan894	22726	7002	0.30810525389421806
I1752 - Yaghan895	22954	7052	0.307223141936046
I1752 - Anzick	24382	8116	0.33286850955623
USR1 - A460	24834	9161	0.36888942578722717
USR1 - AHUR_2064	24843	9119	0.36706516926297145
USR1 - AHUR770c	18574	6745	0.36314202648864
USR1 - SA5832	24182	8891	0.3676701678934745
USR1 - Sumidouro4	22993	8327	0.3621536989518549
USR1 - Sumidouro5	24827	9338	0.37612276956539253
USR1 - Sumidouro6	24179	8899	0.3680466520534348
USR1 - Sumidouro7	21676	7910	0.3649197268868795
USR1 - Sumidouro8	17541	6310	0.35972863576763014
USR1 - I12354	24301	8780	0.36130200403275586
USR1 - I12355	23526	8373	0.3559041060953838
USR1 - I12356	23384	8241	0.35242045843311665
USR1 - I12357	23235	8273	0.3560576716160964
USR1 - I12358	23996	8451	0.35218369728288046
USR1 - I12359	21394	7600	0.3552397868561279
USR1 - I12360	17042	6150	0.36087313695575635
USR1 - I12361	17624	6299	0.3574103495233772
USR1 - I12362	23917	8497	0.3552703098214659
USR1 - I12363	23632	8380	0.3546039268788084
USR1 - I12364	19675	7044	0.35801778907242693
USR1 - I12365	21647	7801	0.3603732618838638
USR1 - I12366	23260	8319	0.357652622527945
USR1 - I12367	22069	7874	0.3567900675155195
USR1 - I12941	24198	8735	0.36098024630134723
USR1 - I12942	21447	7713	0.35963071758287873
USR1 - I12943	24216	8670	0.35802775024777006
USR1 - I8575	23164	8374	0.36150923847349337
USR1 - I8576	23802	8560	0.3596336442315772
USR1 - Cuncaicha15-03	23794	8438	0.3546272169454484
USR1 - Cuncaicha15-07	23866	8619	0.3611413726640409
USR1 - I0038	24479	8669	0.3541402835083132
USR1 - I0040	23700	8590	0.36244725738396627
USR1 - I0041	23374	8347	0.35710618636091385
USR1 - I0238	15799	5661	0.3583138173302108
USR1 - I0308	22678	7932	0.3497662933239263
USR1 - I0309	23273	8342	0.35844111201821854
USR1 - I1748	8407	3132	0.3725466872844059
USR1 - I1753	24067	8592	0.35700336560435453
USR1 - I1754	24193	8577	0.35452403587814657
USR1 - I2230	24146	8654	0.3584030481239129
USR1 - I2232	9239	3346	0.3621604069704513
USR1 - I7086	16993	6070	0.3572059083151886
USR1 - I7090	20169	7477	0.37071743765184195
USR1 - Lapa01	22451	8086	0.3601621308627678
USR1 - Lapa05	18376	6484	0.3528515454941228
USR1 - Lapa14	22805	8277	0.36294672221004165
USR1 - Lapa15	23415	8509	0.3633995302156737
USR1 - Lapa22	22657	8340	0.36809815950920244
USR1 - Lapa24	23701	8517	0.3593519260790684
USR1 - Lapa25	23245	8346	0.3590449559044956
USR1 - AM66	7690	2805	0.3647594278283485
USR1 - AM71	15684	5638	0.359474623820454
USR1 - AM73	5838	2074	0.355258650222679
USR1 - AM74	22229	8105	0.36461379279319805
USR1 - MA577	24221	8774	0.3622476363486231
USR1 - Yaghan890	18671	6492	0.3477049970542553
USR1 - Yaghan894	23071	8192	0.3550778033028477
USR1 - Yaghan895	23278	8238	0.35389638285076036
USR1 - Anzick	24809	9250	0.3728485630214841
A460 - AHUR_2064	24835	8161	0.3286088182001208
A460 - AHUR770c	18564	6191	0.3334949364361129
A460 - SA5832	24177	7485	0.30959176076436284
A460 - Sumidouro4	22988	7565	0.329084739864277
A460 - Sumidouro5	24822	8379	0.33756345177664976
A460 - Sumidouro6	24178	7960	0.32922491521217634
A460 - Sumidouro7	21675	7246	0.3343021914648212
A460 - Sumidouro8	17538	5793	0.3303113239822101
A460 - I12354	24299	7651	0.3148689246471048
A460 - I12355	23517	7015	0.2982948505336565
A460 - I12356	23375	7246	0.3099893048128342
A460 - I12357	23231	7205	0.3101459257027248
A460 - I12358	23993	7422	0.3093402242320677
A460 - I12359	21384	6519	0.3048540965207632
A460 - I12360	17036	5286	0.3102841042498239
A460 - I12361	17618	5502	0.3122942445226473
A460 - I12362	23910	7061	0.29531576746131327
A460 - I12363	23623	7350	0.31113745078948485
A460 - I12364	19666	6187	0.3146038848774535
A460 - I12365	21644	6732	0.31103308076141195
A460 - I12366	23254	7300	0.3139244861099166
A460 - I12367	22061	6864	0.31113730111962284
A460 - I12941	24185	7395	0.3057680380401075
A460 - I12942	21441	6541	0.3050697262254559
A460 - I12943	24212	7286	0.30092516107715184
A460 - I8575	23162	7304	0.31534409809170194
A460 - I8576	23797	7453	0.3131907383283607
A460 - Cuncaicha15-03	23788	7607	0.3197830839078527
A460 - Cuncaicha15-07	23863	7774	0.32577630641579014
A460 - I0038	24470	7846	0.3206375153248876
A460 - I0040	23699	7645	0.32258745094729735
A460 - I0041	23369	7633	0.3266292952201635
A460 - I0238	15790	5121	0.32431918936035464
A460 - I0308	22669	7267	0.320569941329569
A460 - I0309	23269	7462	0.3206841720744338
A460 - I1748	8400	2743	0.32654761904761903
A460 - I1753	24063	7654	0.3180817021983959
A460 - I1754	24188	7648	0.3161898462047296
A460 - I2230	24140	7816	0.32377796188898095
A460 - I2232	9231	2909	0.3151337883219586
A460 - I7086	16985	5544	0.32640565204592287
A460 - I7090	20163	6655	0.33006001091107473
A460 - Lapa01	22444	7358	0.3278381750133666
A460 - Lapa05	18366	6016	0.3275617989763694
A460 - Lapa14	22799	7359	0.32277731479450855
A460 - Lapa15	23411	7640	0.32634231771389516
A460 - Lapa22	22653	7433	0.32812431024588357
A460 - Lapa24	23696	7646	0.32267049291019584
A460 - Lapa25	23239	7644	0.3289298162571539
A460 - AM66	7685	2334	0.3037085230969421
A460 - AM71	15676	4729	0.30167134473079865
A460 - AM73	5833	1800	0.30858906223212756
A460 - AM74	22222	6938	0.3122131221312213
A460 - MA577	24214	7704	0.31816304617163627
A460 - Yaghan890	18661	5527	0.29617919725631
A460 - Yaghan894	23062	6956	0.3016217153759431
A460 - Yaghan895	23275	7059	0.30328678839957035
A460 - Anzick	24802	8458	0.3410208854124667
AHUR_2064 - AHUR770c	18571	5907	0.31807657099779224
AHUR_2064 - SA5832	24181	8024	0.33183077622927093
AHUR_2064 - Sumidouro4	22993	7557	0.32866524594441787
AHUR_2064 - Sumidouro5	24828	8338	0.33583051393587887
AHUR_2064 - Sumidouro6	24182	8003	0.3309486394839137
AHUR_2064 - Sumidouro7	21676	7148	0.3297656394168666
AHUR_2064 - Sumidouro8	17542	5802	0.3307490594002964
AHUR_2064 - I12354	24300	7817	0.3216872427983539
AHUR_2064 - I12355	23525	7332	0.3116684378320935
AHUR_2064 - I12356	23384	7319	0.31299178925761206
AHUR_2064 - I12357	23235	7436	0.3200344308155799
AHUR_2064 - I12358	23996	7680	0.32005334222370396
AHUR_2064 - I12359	21392	6833	0.3194184741959611
AHUR_2064 - I12360	17043	5518	0.32376928944434663
AHUR_2064 - I12361	17624	5789	0.3284725374489333
AHUR_2064 - I12362	23917	7656	0.32010703683572356
AHUR_2064 - I12363	23632	7682	0.3250677048070413
AHUR_2064 - I12364	19674	6361	0.3233201179221307
AHUR_2064 - I12365	21648	6878	0.317719881744272
AHUR_2064 - I12366	23259	7566	0.32529343479943246
AHUR_2064 - I12367	22068	7212	0.32680804785209355
AHUR_2064 - I12941	24197	7691	0.31784932016365663
AHUR_2064 - I12942	21448	6944	0.3237597911227154
AHUR_2064 - I12943	24217	7729	0.319155964818103
AHUR_2064 - I8575	23162	7434	0.3209567394870909
AHUR_2064 - I8576	23802	7660	0.32182169565582724
AHUR_2064 - Cuncaicha15-03	23794	7563	0.31785324031268386
AHUR_2064 - Cuncaicha15-07	23865	7624	0.31946364969620783
AHUR_2064 - I0038	24480	7681	0.31376633986928104
AHUR_2064 - I0040	23701	7557	0.318847306020843
AHUR_2064 - I0041	23374	7572	0.3239496876871738
AHUR_2064 - I0238	15800	5115	0.3237341772151899
AHUR_2064 - I0308	22679	7261	0.32016402839631375
AHUR_2064 - I0309	23273	7513	0.32282043569801916
AHUR_2064 - I1748	8407	2699	0.32104198881884144
AHUR_2064 - I1753	24069	7799	0.32402675640865847
AHUR_2064 - I1754	24194	7683	0.31755807224931804
AHUR_2064 - I2230	24145	7711	0.3193621867881549
AHUR_2064 - I2232	9239	2972	0.3216798354800303
AHUR_2064 - I7086	16994	5542	0.3261150994468636
AHUR_2064 - I7090	20169	6552	0.3248549754573851
AHUR_2064 - Lapa01	22451	7372	0.32835953855062133
AHUR_2064 - Lapa05	18376	6043	0.3288528515454941
AHUR_2064 - Lapa14	22804	7467	0.3274425539379056
AHUR_2064 - Lapa15	23415	7602	0.32466367713004485
AHUR_2064 - Lapa22	22656	7356	0.3246822033898305
AHUR_2064 - Lapa24	23701	7595	0.3204506138981478
AHUR_2064 - Lapa25	23245	7518	0.32342439234243925
AHUR_2064 - AM66	7690	2483	0.3228868660598179
AHUR_2064 - AM71	15685	5074	0.32349378386993943
AHUR_2064 - AM73	5838	1823	0.3122644741349777
AHUR_2064 - AM74	22229	7460	0.3355976427189707
AHUR_2064 - MA577	24220	7816	0.3227085053674649
AHUR_2064 - Yaghan890	18672	5893	0.3156062553556127
AHUR_2064 - Yaghan894	23072	7309	0.3167909153952843
AHUR_2064 - Yaghan895	23279	7442	0.3196872717900253
AHUR_2064 - Anzick	24810	8304	0.3347037484885127
AHUR770c - SA5832	16421	5377	0.32744656232872543
AHUR770c - Sumidouro4	13389	4455	0.33273582791844053
AHUR770c - Sumidouro5	18563	6163	0.3320045251306362
AHUR770c - Sumidouro6	16491	5468	0.33157479837487114
AHUR770c - Sumidouro7	10660	3495	0.32786116322701686
AHUR770c - Sumidouro8	5606	1807	0.3223332144131288
AHUR770c - I12354	16937	5524	0.32614984944204994
AHUR770c - I12355	14817	4759	0.32118512519403386
AHUR770c - I12356	14436	4681	0.3242587974508174
AHUR770c - I12357	13984	4526	0.32365560640732266
AHUR770c - I12358	15877	5213	0.32833658751653333
AHUR770c - I12359	10610	3403	0.3207351555136663
AHUR770c - I12360	5322	1724	0.32393836903419765
AHUR770c - I12361	5950	1910	0.32100840336134456
AHUR770c - I12362	15770	4983	0.31597970830691186
AHUR770c - I12363	15041	4830	0.32112226580679476
AHUR770c - I12364	8044	2608	0.32421680755842863
AHUR770c - I12365	10771	3476	0.32271841054683875
AHUR770c - I12366	13972	4525	0.32386200973375323
