pair	nsnps	mismatch	pmr
IPK12 - MA577	25040	4916	0.19632587859424921
IPK12 - Yaghan890	20679	3872	0.18724309686155036
IPK12 - Yaghan894	24201	4608	0.1904053551506136
IPK12 - Yaghan895	24348	4529	0.18601117134877607
IPK12 - Anzick	25406	5610	0.22081398094938204
IPK13 - IPY08	25037	4887	0.195191117146623
IPK13 - IPY10	25293	5045	0.1994623018226387
IPK13 - I11974	25280	5388	0.21313291139240506
IPK13 - I1752	24980	5141	0.20580464371497198
IPK13 - USR1	25299	6019	0.23791454207676194
IPK13 - A460	25298	5103	0.20171555063641394
IPK13 - AHUR_2064	25301	5469	0.2161574641318525
IPK13 - AHUR770c	20346	4397	0.21611127494347784
IPK13 - SA5832	24852	5122	0.20610011266698858
IPK13 - Sumidouro4	24019	4958	0.20641991756526085
IPK13 - Sumidouro5	25294	5490	0.21704752115126116
IPK13 - Sumidouro6	24853	5150	0.2072184444533859
IPK13 - Sumidouro7	22975	4808	0.20927094668117519
IPK13 - Sumidouro8	19542	4050	0.20724593183911574
IPK13 - I12354	24911	4912	0.1971819678053872
IPK13 - I12355	24326	4701	0.1932500205541396
IPK13 - I12356	24203	4594	0.18981118043217782
IPK13 - I12357	24118	4648	0.19271913093954723
IPK13 - I12358	24667	4828	0.19572708476912473
IPK13 - I12359	22655	4373	0.19302582211432354
IPK13 - I12360	18879	3763	0.19932199798718153
IPK13 - I12361	19381	3866	0.19947371136680253
IPK13 - I12362	24652	5089	0.20643355508680838
IPK13 - I12363	24424	4808	0.19685555191614806
IPK13 - I12364	21133	4408	0.20858373160459945
IPK13 - I12365	22835	4522	0.19802934092402014
IPK13 - I12366	24148	4788	0.1982772900447242
IPK13 - I12367	23208	4758	0.20501551189245087
IPK13 - I12941	24826	4682	0.18859260452751148
IPK13 - I12942	22713	4356	0.19178444062871483
IPK13 - I12943	24840	4688	0.18872785829307567
IPK13 - I8575	24069	4867	0.2022103120196103
IPK13 - I8576	24533	4938	0.20127990869441162
IPK13 - Cuncaicha15-03	24519	5024	0.2049023206492924
IPK13 - Cuncaicha15-07	24568	5059	0.20591826766525562
IPK13 - I0038	25058	5146	0.20536355654880678
IPK13 - I0040	24481	5037	0.20575139904415668
IPK13 - I0041	24231	4990	0.2059345466551112
IPK13 - I0238	17794	3743	0.2103518039788693
IPK13 - I0308	23673	4883	0.20626874498373673
IPK13 - I0309	24128	5053	0.2094247347480106
IPK13 - I1748	10303	2146	0.2082888479083762
IPK13 - I1753	24713	5017	0.20301056124307046
IPK13 - I1754	24832	5051	0.20340689432989692
IPK13 - I2230	24805	5117	0.20628905462608346
IPK13 - I2232	11139	2364	0.21222730945327228
IPK13 - I7086	18937	4032	0.2129165126471986
IPK13 - I7090	21650	4481	0.20697459584295613
IPK13 - Lapa01	23474	4934	0.21018999744398056
IPK13 - Lapa05	20122	4253	0.21136069973163701
IPK13 - Lapa14	23796	5044	0.21196839805009246
IPK13 - Lapa15	24244	5136	0.21184622999505032
IPK13 - Lapa22	23650	4978	0.2104862579281184
IPK13 - Lapa24	24495	5169	0.2110226576852419
IPK13 - Lapa25	24098	4989	0.207029629014856
IPK13 - AM66	9562	1719	0.17977410583559925
IPK13 - AM71	17615	3161	0.179449332954868
IPK13 - AM73	7413	1432	0.19317415351409686
IPK13 - AM74	23386	4279	0.18297271872060206
IPK13 - MA577	24861	4950	0.19910703511524075
IPK13 - Yaghan890	20317	3739	0.18403307574937244
IPK13 - Yaghan894	23985	4463	0.186074629977069
IPK13 - Yaghan895	24142	4512	0.18689420926186728
IPK13 - Anzick	25283	5494	0.21730016216430012
IPY08 - IPY10	25178	4635	0.1840892842958138
IPY08 - I11974	25158	5315	0.2112648064234041
IPY08 - I1752	24836	5082	0.20462232243517475
IPY08 - USR1	25183	5973	0.2371838144780209
IPY08 - A460	25181	5173	0.20543266748739128
IPY08 - AHUR_2064	25185	5357	0.21270597577923367
IPY08 - AHUR770c	19786	4189	0.21171535429091276
IPY08 - SA5832	24646	5074	0.20587519272904325
IPY08 - Sumidouro4	23725	5024	0.21175974710221285
IPY08 - Sumidouro5	25171	5396	0.21437368400143023
IPY08 - Sumidouro6	24665	5083	0.2060814919927022
IPY08 - Sumidouro7	22578	4745	0.2101603330675879
IPY08 - Sumidouro8	18877	3862	0.2045875933675902
IPY08 - I12354	24761	4711	0.1902588748435039
IPY08 - I12355	24077	4500	0.1869003613406986
IPY08 - I12356	23975	4349	0.18139728884254433
IPY08 - I12357	23854	4555	0.19095329923702523
IPY08 - I12358	24469	4456	0.1821079733540398
IPY08 - I12359	22222	4286	0.19287192871928718
IPY08 - I12360	18218	3289	0.18053573388955976
IPY08 - I12361	18750	3524	0.18794666666666668
IPY08 - I12362	24435	4795	0.19623490894209125
IPY08 - I12363	24214	4626	0.1910465020236227
IPY08 - I12364	20577	3929	0.19094134227535597
IPY08 - I12365	22435	4281	0.19081791843102294
IPY08 - I12366	23867	4453	0.18657560648594293
IPY08 - I12367	22877	4360	0.19058442977663156
IPY08 - I12941	24657	4486	0.18193616417244596
IPY08 - I12942	22286	4028	0.18074127254778785
IPY08 - I12943	24667	4343	0.1760651883082661
IPY08 - I8575	23808	4583	0.19249831989247312
IPY08 - I8576	24334	4576	0.18804964247554862
IPY08 - Cuncaicha15-03	24305	5098	0.2097510800246863
IPY08 - Cuncaicha15-07	24350	5080	0.2086242299794661
IPY08 - I0038	24911	5248	0.21066998514712376
IPY08 - I0040	24252	5191	0.2140442025399967
IPY08 - I0041	23987	5057	0.2108225288698045
IPY08 - I0238	17046	3624	0.21260119676170364
IPY08 - I0308	23422	4817	0.20566134403552216
IPY08 - I0309	23879	4952	0.20737886846182838
IPY08 - I1748	9464	1961	0.20720625528317835
IPY08 - I1753	24541	5074	0.2067560409111283
IPY08 - I1754	24634	5027	0.20406754891613219
IPY08 - I2230	24623	5116	0.20777322016001298
IPY08 - I2232	10303	2122	0.2059594292924391
IPY08 - I7086	18203	3831	0.2104598143163215
IPY08 - I7090	21153	4501	0.21278305677681653
IPY08 - Lapa01	23123	4961	0.21454828525710332
IPY08 - Lapa05	19458	4154	0.21348545585363346
IPY08 - Lapa14	23467	5035	0.2145566114117697
IPY08 - Lapa15	23988	5165	0.21531599132899784
IPY08 - Lapa22	23339	4988	0.2137195252581516
IPY08 - Lapa24	24229	5223	0.21556812084691898
IPY08 - Lapa25	23812	5132	0.21552158575508149
IPY08 - AM66	8813	1688	0.191535232043572
IPY08 - AM71	16903	3251	0.19233272200201149
IPY08 - AM73	6725	1228	0.18260223048327137
IPY08 - AM74	23004	4504	0.19579203616762303
IPY08 - MA577	24700	4647	0.18813765182186235
IPY08 - Yaghan890	19701	3532	0.17928023958174713
IPY08 - Yaghan894	23704	4165	0.17570874114073573
IPY08 - Yaghan895	23892	4245	0.17767453540934203
IPY08 - Anzick	25161	5461	0.21704224792337348
IPY10 - I11974	25400	5380	0.21181102362204723
IPY10 - I1752	25137	5180	0.20607073238652185
IPY10 - USR1	25419	5981	0.23529643180298201
IPY10 - A460	25421	5111	0.20105424648912318
IPY10 - AHUR_2064	25420	5382	0.21172305271439812
IPY10 - AHUR770c	20821	4485	0.21540752125258153
IPY10 - SA5832	24988	5134	0.20545862013766608
IPY10 - Sumidouro4	24231	5027	0.20746151623952788
IPY10 - Sumidouro5	25410	5478	0.21558441558441557
IPY10 - Sumidouro6	25000	5232	0.20928
IPY10 - Sumidouro7	23290	4900	0.210390725633319
IPY10 - Sumidouro8	20092	4312	0.21461278120645033
IPY10 - I12354	25071	4702	0.18754736548203102
IPY10 - I12355	24512	4546	0.18546018276762402
IPY10 - I12356	24421	4524	0.1852503992465501
IPY10 - I12357	24306	4533	0.18649716119476673
IPY10 - I12358	24827	4657	0.18757804003705644
IPY10 - I12359	22926	4264	0.18598970601064294
IPY10 - I12360	19391	3605	0.18591098963436645
IPY10 - I12361	19864	3732	0.18787756745871928
IPY10 - I12362	24806	5080	0.20478916391195678
IPY10 - I12363	24602	4693	0.19075684903666368
IPY10 - I12364	21529	4165	0.19345998420734822
IPY10 - I12365	23123	4396	0.19011373956666522
IPY10 - I12366	24344	4584	0.18830101873151495
IPY10 - I12367	23482	4402	0.18746273741589303
IPY10 - I12941	24991	4507	0.18034492417270218
IPY10 - I12942	23011	4054	0.17617661118595454
IPY10 - I12943	25006	4427	0.17703751099736062
IPY10 - I8575	24258	4625	0.19065875175199934
IPY10 - I8576	24725	4591	0.1856825075834176
IPY10 - Cuncaicha15-03	24696	5109	0.20687560738581146
IPY10 - Cuncaicha15-07	24738	5059	0.2045031934675398
IPY10 - I0038	25188	5284	0.20978243608067335
IPY10 - I0040	24674	5205	0.21095079841128314
IPY10 - I0041	24424	5053	0.20688666885031118
IPY10 - I0238	18392	3852	0.2094388864723793
IPY10 - I0308	23924	4945	0.20669620464805216
IPY10 - I0309	24339	5061	0.2079378774805867
IPY10 - I1748	10915	2294	0.21016949152542372
IPY10 - I1753	24889	5133	0.20623568644782836
IPY10 - I1754	24971	5285	0.21164550879019664
IPY10 - I2230	24963	5127	0.20538396827304412
IPY10 - I2232	11756	2519	0.2142735624362028
IPY10 - I7086	19444	4113	0.21153054926969758
IPY10 - I7090	22028	4606	0.2090975122571273
IPY10 - Lapa01	23719	5037	0.21236139803533033
IPY10 - Lapa05	20550	4357	0.21201946472019464
IPY10 - Lapa14	23996	5073	0.2114102350391732
IPY10 - Lapa15	24431	5304	0.2171012238549384
IPY10 - Lapa22	23886	5070	0.21225822657623714
IPY10 - Lapa24	24660	5183	0.21017842660178426
IPY10 - Lapa25	24299	5133	0.21124326103954896
IPY10 - AM66	10191	1975	0.1937984496124031
IPY10 - AM71	18145	3436	0.1893634610085423
IPY10 - AM73	7854	1451	0.1847466259230965
IPY10 - AM74	23642	4634	0.19600710599780052
IPY10 - MA577	25041	4787	0.19116648696138333
IPY10 - Yaghan890	20681	3774	0.18248634011894976
IPY10 - Yaghan894	24205	4326	0.17872340425531916
IPY10 - Yaghan895	24351	4303	0.1767073220812287
IPY10 - Anzick	25405	5548	0.21838220822672702
I11974 - I1752	25125	5222	0.2078407960199005
I11974 - USR1	25405	6052	0.23822082267270223
I11974 - A460	25407	5402	0.21261856968551973
I11974 - AHUR_2064	25406	5366	0.21120995040541604
I11974 - AHUR770c	20779	4480	0.21560229077433948
I11974 - SA5832	24976	5210	0.20860025624599615
I11974 - Sumidouro4	24212	4997	0.20638526350569966
I11974 - Sumidouro5	25402	5360	0.21100700732225808
I11974 - Sumidouro6	24982	5093	0.20386678408454087
I11974 - Sumidouro7	23243	4889	0.21034289893731445
I11974 - Sumidouro8	20019	4176	0.20860182826315002
I11974 - I12354	25065	5212	0.20793935767005786
I11974 - I12355	24507	5178	0.21128657118374342
I11974 - I12356	24405	5080	0.2081540667895923
I11974 - I12357	24299	5011	0.2062224782912877
I11974 - I12358	24825	5212	0.2099496475327291
I11974 - I12359	22912	4851	0.21172311452513967
I11974 - I12360	19386	4136	0.21334984009078717
I11974 - I12361	19846	4116	0.20739695656555476
I11974 - I12362	24795	5153	0.2078241580963904
I11974 - I12363	24596	5227	0.21251422995609043
I11974 - I12364	21520	4722	0.21942379182156133
I11974 - I12365	23110	4834	0.20917351795759412
I11974 - I12366	24333	5019	0.20626309949451363
I11974 - I12367	23458	5041	0.21489470543098305
I11974 - I12941	24990	5272	0.2109643857543017
I11974 - I12942	23001	4775	0.2075996695795835
I11974 - I12943	24991	5102	0.204153495258293
I11974 - I8575	24247	5132	0.21165505010929186
I11974 - I8576	24712	5304	0.21463256717384266
I11974 - Cuncaicha15-03	24686	5062	0.2050554970428583
I11974 - Cuncaicha15-07	24725	5014	0.2027906976744186
I11974 - I0038	25186	5296	0.21027554990867942
I11974 - I0040	24647	5140	0.20854465046455958
I11974 - I0041	24408	5097	0.20882497541789577
I11974 - I0238	18354	3804	0.20725727361882967
I11974 - I0308	23910	4966	0.20769552488498536
I11974 - I0309	24326	5040	0.2071857272054592
I11974 - I1748	10901	2266	0.20787083753784055
I11974 - I1753	24881	5262	0.21148667658052328
I11974 - I1754	24962	5273	0.21124108645140613
I11974 - I2230	24954	5192	0.20806283561753627
I11974 - I2232	11734	2520	0.21476052497017215
I11974 - I7086	19422	4111	0.2116671815466996
I11974 - I7090	22001	4742	0.215535657470115
I11974 - Lapa01	23720	4968	0.2094435075885329
I11974 - Lapa05	20533	4321	0.21044172795012905
I11974 - Lapa14	23987	5113	0.2131571267770042
